HOSPITAL,,,Reviewer,"RATING CATEGORIES (Score 1-5, 1 = low/bad, 5 = high, outstanding)",,,,,,,,,,REVIEWS,,,
Hospital Name,Hospital City,Hospital State ,Reviewer's Name,Onboarding & Orientation,Culture & Friendliness Toward Travelers,Facility Location,Safety & Patient Ratios,Management & Leadership,Patient Acuity,Housing Options,Pay,Diversity & Inclusion,Would You Return?,Review Title,Review,Source Website,Date Posted 
Tristar Greenview Regional Hospital,Bowling Green,KY,Anonymous,1,1,3,3,3,,,,,,• Emergency Room-Syndicated Review,"I’m 42 years old, have been working consistently since I was 15, I have been a nurse for 10 years and I have never quit a job without giving proper notice, …except for this place. That should tell you all you need to know",Scrubster,"December 5, 2022"
Tristar Skyline Madison Campus,Madison,TN,Anonymous,5,5,5,5,4,,,,,,• Other-Syndicated Review,-,Scrubster,"May 3, 2023"
Tristar Skyline Medical Center,Nashville,TN,Anonymous,2,3.5,3.5,1,2,,,,,,• Med-Surg-Syndicated Review,"8 patients, no matter how sick they were on MS. Management asked me to delete charting because it “looked bad” when I explained the condition I found a patient in from incredibly bad nursing care. Never got any “first day instructions” so I showed up to the floor day 1 and they had no clue I was coming as a traveler at all. Lasted only 7/13 weeks because I was scared of losing my license working there.",Scrubster,"December 4, 2022"
Tristar Skyline Medical Center,Nashville,TN,Anonymous,2,3.5,3.5,1,2,,,,,,• Intensive Care-Syndicated Review,"80% of hospital are travelers. If you are ICU, you basically float. Once floated to the floor and had 7 patients with only one person offering me assistance. Staff is nice but they really expect you to do everything alone, including taking critical patients down to CT/MRI. There are no resources and the charge nurses are lazy. When they started making travelers charge, I knew it was time to leave. I will not be back. Hospital is super unsafe",Scrubster,"December 4, 2022"
Tristar Skyline Medical Center,Nashville,TN,Anonymous,2,3.5,3.5,1,2,,,,,,• Intensive Care-Syndicated Review,"I was signed on for MICU, and was told I MIGHT float and might have 5-6 patients. This was all a lie. This was a float pool contract. I was sent to the floor with 7 patients. Multiple travelers told me they have been in the ICU 2-3 times over the course of weeks. The staff was friendly and I enjoyed orientation - but it was not worth the headache of that many patients. Also, it’s a VERY neuro heavy hospital and that’s just not my background, either!",Scrubster,"November 19, 2022"
Tristar Skyline Medical Center,Nashville,TN,Anonymous,2,3.5,3.5,1,2,,,,,,• Med-Surg-Syndicated Review,Over 1.5 years I’ve seen the travel pay drop with cuts being made mid contract. The staff is almost entirely new grads and travel. ICU are considered float pull and will regularly be expected to take 7 med surg cardiac/tele patients. I’ve witnessed at least 1/4 of room computers as well as the EKG malfunctioning regularly without management intervention. MDs are unresponsive.,Scrubster,"August 24, 2023"
Tristar Skyline Medical Center,Nashville,TN,Anonymous,2,3.5,3.5,1,2,,,,,,• Intensive Care-Syndicated Review,"Hated this hospital. Ratios unsafe, considered quitting my contract early every shift. You are floated all the time and tripled in ICU frequently. Charges always have patients and are usually unavailable. Never know who the doctor is and it’s hours till you get an answer. Don’t recommend! Not worth the money",Scrubster,"February 13, 2024"
Tristar Southern Hills Medical Center,Nashville,TN,Anonymous,3,4,3,4,5,,,,,,• Emergency Room-Syndicated Review,"Overall not a bad assignment. A lot of OD’s, people in group homes coming for psych complaints, and walk in GSWs. Pretty low acuity despite that. The hospital is in a pretty rough part of Nashville, but I stayed in East Nashville and felt very safe. It’s only a 20 bed ER so they truly can’t handle a whole lot. No L&D or NICU so hope you never have to deliver. The staff were overall very helpful and willing to work as a team. Only 1 day of orientation but they stick to a 1:3-4 assignment. Resources are not a thing, no techs so be prepared to do everything for your patients. Typical HCA hospital. Make sure you know your guaranteed hours, they called me off more than I would have liked. I’d give it a 6/10. Not bad but there’s better assignments out there for sure.",Scrubster,"July 18, 2023"
Tristar Stonecrest Medical Center,Smyrna,TN,Anonymous,5,5,5,5,5,,,,,,• Intensive Care-Syndicated Review,Great hospital to work at as a traveler! I did get called off a lot so make sure you have guaranteed hours in your contract!,Scrubster,"December 5, 2022"
Tristar Summit Medical Center,Hermitage,TN,Anonymous,4,4,4,4,4,,,,,,RN • Telemetry/Step-down-Syndicated Review,"Ratios were a bit higher on a PCU than I was use to, however, it IS HCA… 4-5 pts on days, 5-6 on nights.",Scrubster,"May 31, 2022"
Tristar Summit Medical Center,Hermitage,TN,Anonymous,4,4,4,4,4,,,,,,• Med-Surg-Syndicated Review,"This was my first travel assignment and my first HCA hospital. I was barely 4 weeks into my assignment and the managers last day was coming up very shortly, within the week actually. I was pulled off of the hall and basically told I suck at my job because when she was doing “power rounds” she had to “stop what she was doing and look in the computer to answer the question of a patient family member” and in another room she stated “ when I was leaving the room I asked the patient if there was anything else I could do and she asked me for a pain pill so I got it for her, is there a reason you’re struggling?” The patient was about within 15 minute mark of where she could have a pain pill and to me it sounded like she took her up on her offer. So far I’ve been reprimanded for not having 2 discharges off of the floor within the hour of the order being put in regardless of the fact it was during morning med pass and put in within the same hour, a fall that happened within the first hour of my shift of a patient that had been there 24 days and didn’t have proper measures in place, then the answering of a question of a family member, the administration of a pain pill, oh and I must be struggling because I’m not seen on the floor enough….BECAUSE IM IN MY PATIENTS ROOMS PROVIDING CARE! They do not have a fully functioning cafeteria during the week and NO cafeteria on the weekend, the nurse is responsible for discharges, vitals, FSBS, wound care, then everyday nursing duties. Pharmacy had a patients meds scheduled for example where one of the meds said DO NOT ADMIN WITHIN 2 hours of other meds but he had meds scheduled every hour and when I brought it to there attention they did nothing about it but I was reprimanded for giving it late…..the nurses also get consents for surgeries, and are responsible for transporting patients! Maybe I was just spoiled at my last hospital….",Scrubster,"April 20, 2023"
Truman Medical Center - Hospital Hill,Kansas City,MO,Anonymous,5,5,5,-,-,,,,,,RN • Emergency Room-Syndicated Review,-,Scrubster,"September 15, 2021"
Trumbull Memorial Hospital,Warren,OH,Anonymous,3.5,4.5,2.5,2,3,,,,,,RN • Telemetry/Step-down-Syndicated Review,Patient ratio’s we’re anywhere from 1:4-1:8 on tele/Covid/medsurg units. Staff is very travel friendly and helpful. Management was fair and cooperative with schedule request.,Scrubster,"August 18, 2022"
Trumbull Memorial Hospital,Warren,OH,Anonymous,3.5,4.5,2.5,2,3,,,,,,• Telemetry/Step-down-Syndicated Review,-,Scrubster,"August 24, 2023"
Tuality Community Hospital,Hillsboro,OR,Anonymous,3.5,4,4,-,-,,,,,,R! • Emergency Room-Syndicated Review,"A lot of inexperienced ER staff very friendly. However they will let their staff work the entire ER, 16 room and approximately 5 hall beds with only 2 nurses before they got travelers. Another nurse worked triage her first day off orientation in triage. Again this was before they had travelers come in",Scrubster,"December 8, 2021"
Tuba City Regional Health Care,Tuba City,AZ,Anonymous,3.5,4,2.5,-,-,,,,,,RN • Med-Surg-Syndicated Review,-,Scrubster,"December 4, 2021"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"March 25, 2023"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"March 25, 2023"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,• Telemetry/Step-down-Syndicated Review,Staff nurses have terrible attitude and are very clicky. Felt like I was in high school again. Too much drama. No diversity at all. They don’t like when you ask questions even when it has to do with hospital protocols. Charge nurse often does not have an assignment and also doesn’t like when travelers ask for help. Assignments arnt usually fair and will change up your assignment even if your working straight 4’s. Did not feel welcomed at all. Pt ratios were ok 1-4 or 1-5.,Scrubster,"February 18, 2023"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,• Telemetry/Step-down-Syndicated Review,Staff nurses have terrible attitude and are very clicky. Felt like I was in high school again. Too much drama. No diversity at all. They don’t like when you ask questions even when it has to do with hospital protocols. Charge nurse often does not have an assignment and also doesn’t like when travelers ask for help. Assignments arnt usually fair and will change up your assignment even if your working straight 4’s. Did not feel welcomed at all. Pt ratios were ok 1-4 or 1-5.,Scrubster,"February 18, 2023"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,RN • Intensive Care-Syndicated Review,-,Scrubster,"March 25, 2022"
Tufts Medical Center,Boston,MA,Anonymous,3.5,2,4,4.5,4,,,,,,RN/BSN • Surgical-Syndicated Review,-,Scrubster,"August 15, 2023"
Tulane Medical Center,New Orleans,LA,Anonymous,2,2,3.5,2,1.5,,,,,,• Intensive Care-Syndicated Review,"Just don’t. Old equipment. The worst charting system ever. HCA is the worst. You will float every day. Terrible pay. No help from charge nurses whatsoever. Poor patient care. Illogical treatment plans. Orders make no sense. Residents think progress notes are orders, so they never update the orders and expect you to scroll through notes to find changes to the plan of care. The worst residents I’ve ever seen in my life. Residents are arrogant and will likely kill someone someday because of it. I don’t know what happens in the E.D, but the patients come up from the E.D the same way they walked in with absolutely nothing done and no working IV access, no labs drawn, no scans, NOTHING! You will work every single weekend. Every holiday. They won’t give you incentive pay that they give the staff, but they pay you less than they pay the staff. I made $19 per hour, so the least they could do was offer incentive pay. Luckily my stipend was great. Just don’t do it!",Scrubster,"December 11, 2022"
Tulane Medical Center,New Orleans,LA,Anonymous,2,2,3.5,2,1.5,,,,,,• Emergency Room-Syndicated Review,Ancient meditech. Techs sit with psych patients 99.9% of the time. Hospital is dirty and full of bugs. No lunch breaks. No sense of team work,Scrubster,"December 10, 2022"
Tulane Medical Center,New Orleans,LA,Anonymous,2,2,3.5,2,1.5,,,,,,• Emergency Room-Syndicated Review,Ancient meditech. Techs sit with psych patients 99.9% of the time. Hospital is dirty and full of bugs. No lunch breaks. No sense of team work,Scrubster,"December 10, 2022"
Tulane Medical Center,New Orleans,LA,Anonymous,2,2,3.5,2,1.5,,,,,,• Intensive Care-Syndicated Review,HCA facility. Low pay. Hourly rate was under $20. Travel nurses float DAILY. That is NOT an exaggeration. I never worked on the unit I was hired on. I literally floated every single shift. Staffing is terrible. Zero resources. Outdated equipment. The charting system is absolutely terrible. I don’t recommend.,Scrubster,"December 4, 2022"
Tulane Medical Center,New Orleans,LA,Anonymous,2,2,3.5,2,1.5,,,,,,• Intensive Care-Syndicated Review,HCA facility. Low pay. Hourly rate was under $20. Travel nurses float DAILY. That is NOT an exaggeration. I never worked on the unit I was hired on. I literally floated every single shift. Staffing is terrible. Zero resources. Outdated equipment. The charting system is absolutely terrible. I don’t recommend.,Scrubster,"December 4, 2022"
Twin Cities Community Hospital,Templeton,CA,Anonymous,5,3,4,5,3,,,,,,• Med-Surg-Syndicated Review,"Small hospital. Only one MS/Tele floor. MS ratios were 1:5 and tele ratios were 1:4. Always stayed within ratios. Only one provider on call overnight, sometimes would take a while to get back to you. Most of the staff nurses were friendly. Primary care nursing - some CNAs were more helpful than others. CNAs were not proactive and mainly answered call bells.",Scrubster,"July 26, 2023"
Uams Medical Center,Little Rock,AR,Anonymous,4,3.5,5,-,-,,,,,,RN float • Telemetry/Step-down-Syndicated Review,-,Scrubster,"December 4, 2021"
"Ucsd-la Jolla, John M &#038; Sally B. Thornton Hospital",La Jolla,CA,Anonymous,4.5,4.5,5,-,-,,,,,,RN • Other-Syndicated Review,"The core staff at UCSD were very happy to work at the facility. They weren’t the most flexible with scheduling (float team), but they appreciated us travelers. After the assignment was over, they sent us gift cards. :)",Scrubster,"September 29, 2021"
Ucsf Medical Center,San Francisco,CA,Anonymous,2,3,4.5,5,5,,,,,,RN - • Intensive Care-Syndicated Review,"Don’t do ICU float pool here!! It’s a bait and switch, they actually need stepdown/PCU nurses but since they can’t get any they trick ICU nurses into signing into their float pool as travelers. They’re not allowed to float ICU float pool staff nurses to stepdown so it’s the travelers that get sent there. I wouldn’t mind if it was occasional, but I’m lucky if I get 1 shift a week in an ICU. Unit specific travel assignments here aren’t bad from what I hear, but unless you want to get some PCU experience don’t do ICU float pool.",Scrubster,"April 14, 2022"
Ucsf Medical Center,San Francisco,CA,Anonymous,2,3,4.5,5,5,,,,,,• Other-Syndicated Review,"I had heard good things about this facility being traveler friendly. The staff boast that they are a “travel trap” and everyone wants to stay as staff here. I did not have this experience. PACU Staff is arrogant, self-righteous, not traveler friendly. Lots of extra float/resource nurses, but they are on their phones all day, sit in the back and don’t help. Doctors, however, we’re fantastic. The best I’ve ever worked with.",Scrubster,"December 29, 2023"
Ucsf Medical Center At Mission Bay,San Francisco,CA,Anonymous,4.5,5,5,4,5,,,,,,• Pediatrics-Syndicated Review,"Royal blue in peds. Navy for adults. Pediatric oncology floor - floated multiple times per week. Ratios were supposed to be 2:1 BMT, 3:1 heme/onc but were often 4:1. Occasionally have CNAs. Overall would work there again as a traveler.",Scrubster,"December 6, 2022"
Ucsf Medical Center At Mission Bay,San Francisco,CA,Anonymous,4.5,5,5,4,5,,,,,,Registered Nurse • Med-Surg-Syndicated Review,UCSF at Mission Bay was the perfect Hospital. The Hospital is beautiful and new and is right on the Bay. The single patient rooms are large and very nice. Travelers are very welcomed. The patient care techs were also the best!,Scrubster,"February 6, 2021"
Ucsf Medical Center At Mount Zion,San Francisco,CA,Anonymous,4,5,4,5,5,,,,,,• Med-Surg-Syndicated Review,-,Scrubster,"March 29, 2023"
Uh Geauga Medical Center,Chardon,OH,Anonymous,5,4,5,5,4,,,,,,• Intensive Care-Syndicated Review,"One of the few hospitals in the area that actually has their sh*t together. Very clean facility, an uplifting environment, nice people and patient population.",Scrubster,"December 10, 2022"
Uhs Wilson Memorial Hospital,Johnson City,NY,Anonymous,2,3,3,3,2.5,,,,,,• Telemetry/Step-down-Syndicated Review,"The hospital itself is traveler friendly but there are often unsafe ratios/admissions. That being said, if you advocate for yourself I found they usually backdown and I never faced any retaliation. The pay was great, housing affordable but the immediate area isn’t great so I would look for housing in Vestal or the PA side. If you are comfortable refusing to admit an unsafe patient and don’t have an issue standing up for yourself I would go for it.",Scrubster,"December 5, 2022"
Uhs Wilson Memorial Hospital,Johnson City,NY,Anonymous,2,3,3,3,2.5,,,,,,Circulating Registered Nurse • Surgical-Syndicated Review,"This was the most disorganized hospital!!! The surgeons were allowed to compromise sterility by coming into the operating rooms with no masks, dirty (visibly soiled) lab coats and no hat without and repercussions. As a traveler I was placed in charge my second week.",Scrubster,"February 18, 2021"
Uhs Wilson Memorial Hospital,Johnson City,NY,Anonymous,2,3,3,3,2.5,,,,,,• Other-Syndicated Review,"Worst PACU I’ve ever experienced in 6 years of traveling. No policy or procedure to guide, evening permanent staff had two years of collective experience. Anesthesia wouldn’t place post procedure order sets (staff would release floor orders for Q2hr fent and “waste” then administer it like pacu orders), you’d have to go through an archaic paging system to contact them where an operator acts like a gatekeeper. The PACU charge nurse tried to tell me I wouldn’t get paid one day for the 30 minutes I was trapped IN A BROKEN ELEVATOR. Proceed with caution.",Scrubster,"July 29, 2024"
Uhs Wilson Memorial Hospital,Johnson City,NY,Anonymous,2,3,3,3,2.5,,,,,,RN/BSN • Other-Syndicated Review,This facility repeats drug screen on your first day.,Scrubster,"July 29, 2024"
Uhs Wilson Memorial Hospital,Johnson City,NY,Anonymous,2,3,3,3,2.5,,,,,,• Telemetry/Step-down-Syndicated Review,"I was on the Medsurg tele unit, stayed for a year because I had a good experience. I floated a few times but not often. Super traveler friendly. Staff is super helpful and friendly.",Scrubster,"August 8, 2024"
Uk Healthcare Good Samaritan Hospital,Lexington,KY,Anonymous,4.5,4.5,5,4,4,,,,,,• Intensive Care-Syndicated Review,"Hospital is GREAT! MICU Manager Adam Gould is terrible, a liar, and not traveler friendly. Go to UK just not MICU.",Scrubster,"December 9, 2022"
Uk Healthcare Good Samaritan Hospital,Lexington,KY,Anonymous,4.5,4.5,5,4,4,,,,,,RN • Intensive Care-Syndicated Review,-,Scrubster,"September 28, 2021"
Umass Memorial Medical Center - Memorial Campus,Worcester,MA,Anonymous,4,5,3,5,3,,,,,,• Labor and Delivery-Syndicated Review,-,Scrubster,"July 19, 2023"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,• Intensive Care-Syndicated Review,"Stayed for 10 months, wanted to stay longer ! The staff was amazing to work with and fair acuity. I can’t wait to go back.",Scrubster,"April 2, 2023"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,• Intensive Care-Syndicated Review,"Stayed for 10 months, wanted to stay longer ! The staff was amazing to work with and fair acuity. I can’t wait to go back.",Scrubster,"April 2, 2023"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,• Other-Syndicated Review,-,Scrubster,"December 11, 2022"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,Registered Nurse • Telemetry/Step-down-Syndicated Review,-,Scrubster,"August 14, 2022"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,RN • Med-Surg-Syndicated Review,"Some med surg floors are travel friendly while others are not. They will make you work for your dollars! Some days, there are no techs, no secretary. It was a good experience, learned a lot but I wouldn’t go back.",Scrubster,"November 19, 2021"
Umass Memorial Medical Center - University Campus,Worcester,MA,Anonymous,3.5,4,4,5,5,,,,,,Registered nurse • Telemetry/Step-down-Syndicated Review,"Very unorganized trying to get on boarded. Hard to get set up for epic, Kronos, pixus. Have to pay for parking and your badge ($35/month, $10 badge). Some floors are very traveler friendly while others are nasty and very mean to travelers. Ex- ER and 7east are not travel friendly while 6 and 7west are travel friendly.. have to take tele, med, and epic test before starting. Ask your recruiter for study guide. Overall, easy. Not a bad hospital. Ratio for tele on most floors is max of 5. I have only had 5 one time, otherwise 3-4.",Scrubster,"November 3, 2021"
Unc Lenoir Health Care,Kinston,NC,Anonymous,3,5,2.5,2,2,,,,,,• Emergency Room-Syndicated Review,"Onboarding was easy, schedule given in timely manner. Staff very nice and helpful with exception of physician, APP staff. Physicians acted bothered with any request or communication from staff regarding patient care and on the slower side sometimes taking hours to even dispo patients. Ratios are scattered across the unit usually averaging 5:1 with no regard for critical patients sometimes. Charge RNs are helpful and will jump in and sometimes even do tasks unprompted if you find yourself busy which was very nice.",Scrubster,"July 20, 2023"
Unc Lenoir Health Care,Kinston,NC,Anonymous,3,5,2.5,2,2,,,,,,• Telemetry/Step-down-Syndicated Review,"Contract here was June 2022. Small rural hospital with frequent flyers that have uncontrolled problems due to lack of resources in the area. The staff was very friendly and helpful. The PCTs were some of the best I’ve ever worked with. Manager was also super friendly and approachable. However, every shift had 1:6 ratios including charge. Definitely not safe!! Also the docs (who were also mostly contracted out) had too large of a workload to safely assess everybody. They were only available at the time via Epic chat which caused a delay in communication. Wasn’t the absolute worst place, but definitely wouldn’t come back!",Scrubster,"August 7, 2024"
Union Hospital Inc,Terre Haute,IN,Anonymous,4.5,4,3.5,2,3,,,,,,• Telemetry/Step-down-Syndicated Review,They have transport 24/7. Hard to get EKG after 8pm as nurses can not do them and they fall under the orderly’s task but they are so busy with transport,Scrubster,"December 4, 2022"
Union Hospital Inc,Terre Haute,IN,Anonymous,4.5,4,3.5,2,3,,,,,,• Emergency Room-Syndicated Review,Traveler friendly hospital. Most travelers extend here. Staff was great and felt like a home base. Everyone helps each other. Ratios were mostly 4-5:1 but occasionally have up to 11 patients that are considered “fast track”.,Scrubster,"December 4, 2022"
Union Hospital Of Cecil County,Elkton,MD,Anonymous,3,3,3,3,3,,,,,,• Labor and Delivery-Syndicated Review,Some of the nurses who have been there a long time don’t tend to jump in and help. Caddiness and mean girl vibe depending on who works. Providers don’t staff unit 24/7. If unit is slow; you will be pulled to other units.,Scrubster,"December 5, 2022"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,• Med-Surg-Syndicated Review,"Union hospital. Day shift 1:3 rarely 1:4 and nighs 1:4-5. Mainly staffed by travelers. I worked on observation and all the staff were incredibly nice aside from those few. Worked every other weekend. Most of the weekends travelers floated throughout the hospital; core staff never float. The unit I was on had a float rotation. Sometimes you'd float for 4 hours or the whole 12. Other units were a mess (all travelers, some older mean staff). They had phones, some older iv pumps, iv team, rapid, tele resource, each unit had a float RN that didnt take assignments and if available a float CNA. I would go back.",Scrubster,"January 16, 2023"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,• Med-Surg-Syndicated Review,"Union hospital. Day shift 1:3 rarely 1:4 and nighs 1:4-5. Mainly staffed by travelers. I worked on observation and all the staff were incredibly nice aside from those few. Worked every other weekend. Most of the weekends travelers floated throughout the hospital; core staff never float. The unit I was on had a float rotation. Sometimes you'd float for 4 hours or the whole 12. Other units were a mess (all travelers, some older mean staff). They had phones, some older iv pumps, iv team, rapid, tele resource, each unit had a float RN that didnt take assignments and if available a float CNA. I would go back.",Scrubster,"January 16, 2023"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,• Intensive Care-Syndicated Review,"Applied for a CVICU position, as did most travelers on my unit and was misled about the unit being only 6 CVICU beds (not even surgeries every weekday) and the remainder of the unit being telemetry. Floated to other telemetry, obs, and med-surg often for my first 4hrs without orientation, ratios 1:3 or 1:4 (some had up to 1:6 on nights in med-surg which I luckily avoided). Even floated me to spinal surgery recovery, basically just needed bodies regardless of specialty. Only received a few assignments that were actually CVICU/critical care. Staff was wonderfully nice and sympathetic to all the misled CVICU nurses. Most physicians responsive to concerns. Seemed as if over half of the nurses there were travelers though. Phlebotomy does your draws and an IV team cares for your IVs, CNAs on nights help with glucose checks, weights, and mobilizing.",Scrubster,"October 3, 2022"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,RN/BSN • Telemetry/Step-down-Syndicated Review,"Worked on the telemetry unit; keep in mind this is now more MS/tele than actually telemetry. You have drips but aren’t able to titrate, any patient requiring titration gets transferred to IMC. Staff were friendly though there are a few older staff that are jaded/rude towards travelers, but you can easily pick out who these nurses are. Mainly travelers, unit overall is older and the patient population isn’t terrible. Ratios 1:3-4 on days, 1:4 on nights. They have plenty of resources available such as tele RN, unit RN resource, house RN resource. Charge does not take assignments. CNAs are short-staffed, more so than RNs so often you’ll be primary for all of your patients. Allina (hospital-system) is attempting to phase out travelers so no extensions offered and they cut the rate to $24/hr halfway through.",Scrubster,"August 6, 2023"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,• Intensive Care-Syndicated Review,"Took the assignment under the guise of the unit being a full-blown CVICU. Certainly wasn’t. There were 6 beds on the floor that qualified for “CVICU” where fresh post-op hearts were placed. Nearly all hearts were stable, no devices, and turned to telemetry by POD 1. The rest of the unit was 33 beds of a mixture MS/Tele/PCU. No clear guidelines on what made a patient Tele v Stepdown. Lots of confusing rules and policies. RNs are not allowed to start IVs, do phlebotomy, get EKGs… odd for a cardiac unit. Nurses were generally very nice and understanding about the travelers’ frustrations relating to taking a tele contract and expecting an ICU one. During my time it was decided by administration to cut all traveler contracts by mid August which the staff was very upset about. Any given night it was typically 80% travelers. Docs are awesome, staff are super friendly. Phlebotomy was slow but nice. IV team would fight you on getting new IVs. Usually had a resource nurse on each unit + free charge + float resource nurses for the hospital + rapid team so always had plenty of help. Older monitors and equipment but felt decent. I’d go back. Union hospital.",Scrubster,"August 17, 2023"
United Hospital,St Paul,MN,Anonymous,4.5,4.5,3.5,4.5,4.5,,,,,,• Emergency Room-Syndicated Review,"Hospital was downtown St. Paul, near a homeless shelter. Since it was winter, there were a fair number of homeless patients looking for ""care"". The rest of the patient population was as expected. Staff in night shift was VERY friendly to travelers. Ratios were 1:3 and very fair. Charge does not take patients. There is a unit resource nurse, house resource nurse, and IV start team (if needed). Techs do most blood draws. Night shift has free parking in a ramp waves the street from the hospital, with access via an underground tunnel. Some equipment was old, but still functional, and I felt like I had everything needed to do my job. I would certainly consider taking another contact at this facility.",Scrubster,"January 19, 2024"
United Regional Health Care System,Wichita Falls,TX,Anonymous,4,4,2.5,-,-,,,,,,RN • Med-Surg-Syndicated Review,"Would not recommend. Techs do nothing absolutely nothing, they don’t train them all the same so some do help",Scrubster,"May 14, 2022"
United Regional Health Care System,Wichita Falls,TX,Anonymous,4,4,2.5,-,-,,,,,,Travel RN postpartum • Other-Syndicated Review,Great assignment! Great staffing!,Scrubster,"April 27, 2022"
Unity Medical And Surgical Hospital,Mishawaka,IN,Anonymous,4,4,4,-,-,,,,,,RN Operating Room • Surgical-Syndicated Review,Nice facility. Small and stretched thin. Access to supplies is a real thing. Most of the staff is friendly. No nights or weekends. Charting is computer but ancient. They are trying as SBOrtho just bought them and are working on making it a better place. I would recommend.,Scrubster,"December 16, 2021"
Unitypoint Health Marshalltown,Marshalltown,IA,Anonymous,4,4,3.5,3,4,,,,,,• Emergency Room-Syndicated Review,-,Scrubster,"January 4, 2023"
Unitypoint Health Marshalltown,Marshalltown,IA,Anonymous,4,4,3.5,3,4,,,,,,• Emergency Room-Syndicated Review,-,Scrubster,"January 4, 2023"
Unitypoint Health Marshalltown,Marshalltown,IA,Anonymous,4,4,3.5,3,4,,,,,,RN • Med-Surg-Syndicated Review,"This is for Unitypoint Allen Hospital in Waterloo, Iowa. Came to the facility and they changed our contract from pre-op to Medsurg. The facility is good, people in general are nice if they don’t know that you are a traveler. Patient ratio is 4-5 but sometimes goes to 6. Techs are helpful and does their job well. They have a phlebotomist that draws all lab works. They have IV team if you don’t do IV and takes care of PICC lines (I was amazed that nurses there don’t do this) Staff are willing to answer and help if you ask them. Down side is- you will get floated somewhere and anytime during your shift. Happens not only to travelers but to their own staff as well. Senior nurses are snab to travelers and not so approachable especially during handoff and if they can look for anything that would make you look incapable they would. (maybe because they know that hospital paid traveler more, so some would make it hard for you). They use EPIC charting and omnicel for med cabinet. Place does not have much to do and see for tourists. Quiet and people in general are friendly.",Scrubster,"September 12, 2021"
Unitypoint Health Meriter,Madison,WI,Anonymous,4,5,4,4,5,,,,,,• Med-Surg-Syndicated Review,"Scrubs: galaxy blue/“pepsi colored blue”. Hospital provides 3 pairs of scrubs. Worked on 6tower medical, patient ratio was 1:4/5. I had 5 patients my whole first month, but staffing improved. Scheduling staff was a little hard to work with- make sure everything you want is in your contract. I extended and am willing to go back. Area is downtown by the university campus. Doctors were easy to get ahold of, staff was great/nice to work with. Overall great experience.",Scrubster,"January 8, 2023"
Unitypoint Health Meriter,Madison,WI,Anonymous,4,5,4,4,5,,,,,,• Med-Surg-Syndicated Review,"Scrubs: galaxy blue/“pepsi colored blue”. Hospital provides 3 pairs of scrubs. Worked on 6tower medical, patient ratio was 1:4/5. I had 5 patients my whole first month, but staffing improved. Scheduling staff was a little hard to work with- make sure everything you want is in your contract. I extended and am willing to go back. Area is downtown by the university campus. Doctors were easy to get ahold of, staff was great/nice to work with. Overall great experience.",Scrubster,"January 8, 2023"
"University Health System, St. Francis Campus",Topeka,KS,Anonymous,4.5,5,3.5,3.5,4.5,,,,,,Registered nurse • Telemetry/Step-down-Syndicated Review,-,Scrubster,"April 13, 2022"
"University Health System, St. Francis Campus",Topeka,KS,Anonymous,4.5,5,3.5,3.5,4.5,,,,,,• Med-Surg-Syndicated Review,There are some really hard working nurses working on the med-surg floor here. The manager is beyond helpful and knowledgeable. It’s a busy busy floor! Lots of turn around with discharges and admits if you work days. You more often than not have 6 patients; this is the only hospital I’ve worked where I had to take on 7 patients BUT all the other staff nurses also had 7 as well. You’ll never be drowning alone on this floor.,Scrubster,"November 2, 2023"
"University Health System, St. Francis Campus",Topeka,KS,Anonymous,4.5,5,3.5,3.5,4.5,,,,,,• Telemetry/Step-down-Syndicated Review,-,Scrubster,"January 25, 2024"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
University Hospital And Clinics - The University Of Mississippi Medical Center,Jackson,MS,Anonymous,3.5,3.5,3,5,5,,,,,,• Intensive Care-Syndicated Review,-,Scrubster,"February 1, 2023"
